1.267043,-20.594004,-4.933309,-6.192545,-46.113937,3.554514,-1.920612,-43.830742,11.203679,0.375555,-41.170551,13.925882,5.495303,-22.532372,-3.609481,19.040134,-39.884975,7.507297,22.290934,-37.114929,10.052711,22.990707,-36.576492,12.169562,9.035283,2.874771,-3.654639,28.916409,5.753256,-3.195208,27.450808,3.095752,-3.964796,32.096653,3.653562,-0.804357,26.308102,-0.147309,-1.335123,14.908388,12.652277,27.439571,6.391876,22.719687,46.853912,5.529068,28.367405,43.011242,4.782346,29.391451,57.883854,24.197323,14.699505,2.512719,19.532068,32.494675,30.850225,14.970304,45.290993,46.565090,19.819660,45.648270,44.655827,11.855765,55.240612,53.184784
1.163540,-20.783560,-4.883938,-6.368239,-46.385239,3.500241,-2.155383,-44.186440,11.175303,0.125991,-41.567310,13.899603,5.474278,-22.741364,-3.603194,18.992653,-40.157120,7.581023,22.186611,-37.399418,10.115852,22.867931,-36.890999,12.232370,8.950460,2.976206,-3.497006,28.778093,5.955780,-2.840433,27.366961,3.338060,-3.545453,31.984529,3.895228,-0.421472,26.196009,0.149679,-0.968065,14.909229,13.258229,27.597996,6.504665,23.619644,47.066204,5.625810,29.258139,43.226501,4.981584,30.428885,58.106979,24.027409,15.064757,2.583030,19.115385,33.500710,29.896544,14.387865,47.023193,44.550591,19.003605,47.066399,42.612347,11.168712,57.328548,50.477085
1.299661,-20.748144,-5.064756,-6.165806,-46.351822,3.332049,-1.889179,-44.116043,11.053027,0.405686,-41.450970,13.805217,5.568163,-22.647232,-3.753827,19.124483,-40.156723,7.312921,22.361357,-37.366657,9.873009,23.062695,-36.836060,11.981636,9.005099,2.883987,-3.641363,29.056690,5.792023,-3.138539,27.713745,3.184087,-3.901646,32.356045,3.736029,-0.763923,26.479563,-0.246079,-1.193916,15.987415,12.142776,27.567829,8.738668,21.693335,47.501823,7.776396,27.528502,43.843105,7.582157,28.165230,58.718170,24.294235,14.920946,2.335192,19.520147,33.178329,29.932650,14.864567,46.648830,44.741787,19.502111,46.800533,42.657185,11.625869,56.914330,50.838310
1.385972,-20.321560,-4.311077,-6.590591,-46.351215,4.580464,-1.912549,-44.104301,11.943393,0.555034,-41.397625,14.589743,5.359972,-22.693333,-3.556551,18.938313,-39.863071,7.755780,22.889605,-37.116680,9.920097,23.858051,-36.693226,11.988437,9.535648,2.932338,-3.143066,29.451548,5.609685,-2.196929,28.043974,2.988557,-2.843086,32.853432,3.464225,0.223953,26.870152,-0.292849,-1.194142,13.944662,13.385290,25.795948,-6.635040,29.044569,35.200287,-9.313241,32.245918,28.269188,-11.407444,38.111160,43.095333,24.667955,14.766210,3.751053,19.116949,33.131298,31.180521,14.873620,46.182201,46.048588,20.403114,46.201046,44.424252,11.939429,56.723682,52.561825
1.169700,-20.501642,-4.810743,-6.277302,-45.900097,3.607012,-2.100547,-43.650326,11.225291,0.158205,-41.013443,13.925824,5.444726,-22.387913,-3.510838,18.968401,-39.682079,7.621540,22.175432,-36.911907,10.158039,22.858181,-36.387665,12.272583,8.976446,2.927902,-3.536814,28.686823,5.896712,-3.014729,27.347643,3.282159,-3.695209,31.974752,3.871108,-0.554570,26.097761,0.185085,-1.213945,14.515936,13.583035,27.404121,5.767278,24.215532,46.603523,5.007577,29.793509,42.661133,4.083571,31.105007,57.526051,23.973190,14.837815,2.591439,19.195747,32.745663,30.383917,14.586513,45.636421,45.658489,19.293995,45.881207,43.776958,11.495574,55.628574,52.025131
-1.051810,-16.627722,-7.892098,-7.115653,-37.107441,-2.414197,-6.692344,-35.022034,5.804680,-6.071040,-32.115917,8.287950,2.823769,-16.888939,-5.602628,14.524365,-33.342201,6.292599,16.675373,-29.628805,9.403904,16.955673,-28.805965,10.848825,4.849831,5.431050,-3.055251,20.524031,14.331894,-5.381197,19.665674,16.046888,-5.303361,22.089447,16.424681,-4.935837,19.618183,12.349851,-4.063490,25.082842,34.038376,18.717758,37.344746,51.142471,34.762325,36.043285,55.961361,31.073111,44.844585,60.659286,44.257053,16.985420,25.567329,-4.876641,38.177959,58.928150,5.697512,60.565697,81.350357,-7.336959,55.337791,76.886040,-12.533973,68.822586,92.801254,-10.629263
1.204554,-20.653980,-4.979203,-6.209724,-45.965282,3.455590,-2.053973,-43.726143,11.057024,0.194578,-41.120956,13.752125,5.498211,-22.562496,-3.631261,18.897404,-39.934631,7.506039,22.056553,-37.113781,10.101611,22.730709,-36.571838,12.192657,8.767209,2.918936,-3.572534,28.348349,5.901520,-2.968918,26.887997,3.311067,-3.672003,31.455446,3.901106,-0.549711,25.819862,0.045092,-1.020141,15.086868,12.313536,27.592934,7.474737,21.624542,47.244595,6.521846,27.408537,43.584251,6.146846,27.983107,58.390369,23.662228,14.829644,2.491204,18.796171,32.749699,30.279768,13.975801,45.878288,45.381664,18.651085,46.189869,43.402237,10.689633,55.887638,51.632629
-1.899773,-16.354849,-8.390376,-8.612128,-36.234837,-4.091377,-8.485177,-34.890869,4.070658,-7.987699,-32.272129,6.515741,2.078344,-16.773823,-5.968162,13.276673,-33.525105,5.238554,14.909784,-30.081127,8.778291,14.996225,-29.271006,10.285513,3.894226,5.972621,-3.546081,17.983574,16.057959,-7.316850,16.913343,18.486702,-7.161093,19.145657,18.907423,-7.334603,17.351686,15.130033,-5.864598,23.694752,39.880596,15.058095,36.783669,59.040619,28.956327,35.673222,62.802139,25.617626,44.636646,69.202171,36.862511,14.396610,27.955021,-8.712156,30.977636,66.302902,-4.279991,47.501617,92.532372,-22.754257,41.534054,85.978828,-26.826052,53.065399,105.005157,-30.722515
1.260095,-20.467558,-4.853598,-6.080487,-45.742214,3.461327,-1.802135,-43.568405,11.042283,0.484088,-40.965450,13.750081,5.576516,-22.385967,-3.539308,18.990597,-39.624966,7.477015,22.176250,-36.881336,9.986549,22.861832,-36.353996,12.063633,8.847539,2.814020,-3.489756,28.666121,5.563093,-2.817961,27.231430,2.863470,-3.565933,31.832922,3.403876,-0.402982,26.107416,-0.459109,-0.844978,15.432095,11.429854,27.328955,7.995553,20.283739,46.753250,7.027942,25.956133,43.254128,6.732023,26.456390,57.773876,23.924191,14.663386,2.495805,18.555574,32.925209,29.532915,13.128159,46.423630,43.833416,17.710140,46.447895,41.882973,9.552068,56.634129,49.541924
1.300854,-20.605539,-4.871886,-6.112782,-45.987240,3.561142,-1.826397,-43.788902,11.148524,0.472244,-41.188053,13.856529,5.565141,-22.549507,-3.484804,19.014141,-39.809246,7.563765,22.226889,-37.067513,10.057552,22.924061,-36.554680,12.143076,8.891272,2.828314,-3.455674,28.727863,5.571980,-2.749891,27.308609,2.884773,-3.493210,31.932508,3.420850,-0.357216,26.153799,-0.423173,-0.786934,15.164379,11.629790,27.399658,7.278748,20.776562,46.860237,6.345188,26.492727,43.300426,5.867923,27.060469,57.903435,23.970865,14.672565,2.564319,18.465109,32.919586,29.537004,12.859055,46.360359,43.881252,17.479174,46.327278,42.002850,9.212058,56.553104,49.554893
